,transactionID,senderID,receiverID,sender_state,receiver_state,date,amount,confusion_value,was_biased
1102,1102,623,956,GE,DE,2022-05-06,59267.22,FN,0
1103,1103,244,252,NI,AZ,2024-07-14,1424.43,TN,0
1104,1104,891,650,NI,AZ,2022-08-26,4902.94,FN,1
1105,1105,786,23,NI,TN,2022-10-26,86884.21,FN,0
1106,1106,874,56,GE,IL,2024-03-12,58033.44,FN,0
1107,1107,277,365,AZ,DE,2022-02-25,62849.88,TN,0
1108,1108,857,596,DE,AZ,2022-07-21,8324.59,FN,0
1109,1109,503,580,GE,NI,2022-04-17,94410.15,FN,0
1110,1110,608,163,AZ,GE,2022-05-24,87753.88,FP,0
1111,1111,622,145,IL,AZ,2023-12-13,74370.28,FN,0
1112,1112,902,166,NY,NI,2022-01-21,97430.73,FN,0
1113,1113,966,928,NY,DE,2022-03-14,78744.67,FP,0
1114,1114,396,481,AZ,DE,2023-03-11,97177.96,FN,0
1115,1115,905,795,NI,NI,2024-07-26,4653.95,FP,0
1116,1116,449,154,TN,TN,2023-06-05,78836.47,TP,0
1117,1117,330,854,NY,TN,2024-09-06,56648.77,TN,0
1118,1118,225,378,IL,DE,2024-05-21,50884.06,TN,0
1119,1119,877,49,IL,DE,2023-04-09,7517.98,FN,0
1120,1120,845,173,TN,NI,2023-06-15,75492.32,TN,0
1121,1121,454,194,DE,DE,2024-04-06,34723.91,FN,1
1122,1122,207,187,GE,NY,2022-10-25,35751.67,FP,0
1123,1123,483,842,GE,NI,2024-04-08,60704.97,TP,1
1124,1124,879,104,IL,IL,2023-03-21,85563.05,TP,0
1125,1125,818,921,AZ,NY,2021-11-22,70606.93,FN,0
1126,1126,864,79,IL,GE,2022-04-15,46736.14,TN,0
1127,1127,66,538,NY,NY,2024-07-20,60878.47,TP,0
1128,1128,573,752,AZ,AZ,2022-09-10,607.73,TN,0
1129,1129,374,950,GE,DE,2024-06-13,39520.74,FN,0
1130,1130,641,319,NI,GE,2021-11-26,20248.23,TP,0
1131,1131,301,942,IL,DE,2023-03-30,40233.07,FP,0
1132,1132,811,415,AZ,TN,2024-09-24,4689.08,TP,0
1133,1133,136,957,GE,GE,2022-09-26,20317.44,TN,0
1134,1134,784,316,DE,NI,2022-07-11,90206.71,FN,0
1135,1135,767,184,TN,NY,2024-07-01,56494.22,TN,0
1136,1136,382,394,IL,IL,2024-07-03,57416.06,TP,0
1137,1137,974,282,NY,NY,2024-05-18,61801.94,TP,1
1138,1138,916,574,AZ,IL,2022-02-24,68411.66,TP,0
1139,1139,912,490,IL,NY,2022-10-18,81534.95,TP,0
1140,1140,814,281,AZ,TN,2022-02-06,72434.61,FP,0
1141,1141,245,959,DE,TN,2023-10-14,83926.94,FN,0
1142,1142,90,68,NY,NY,2023-08-07,69414.36,FP,1
1143,1143,246,817,DE,NI,2024-05-17,18064.76,TP,0
1144,1144,184,36,GE,GE,2024-10-05,91389.4,TN,0
1145,1145,84,585,NY,TN,2023-04-22,35978.27,TN,1
1146,1146,849,447,GE,AZ,2023-08-31,54621.56,FN,0
1147,1147,825,885,TN,IL,2023-09-13,45105.04,FP,0
1148,1148,357,108,NY,NI,2023-03-10,94143.46,FN,0
1149,1149,114,473,TN,IL,2022-04-01,11491.32,TP,0
1150,1150,5,302,GE,TN,2021-12-10,12278.53,TP,0
1151,1151,184,222,NY,GE,2024-05-29,65185.74,TP,0
1152,1152,582,948,AZ,AZ,2024-07-31,62087.05,TN,0
1153,1153,441,903,NY,NI,2022-12-04,39823.67,TN,0
1154,1154,550,586,DE,GE,2023-12-21,27581.6,TP,0
1155,1155,10,634,DE,NI,2021-12-08,26988.28,TN,0
1156,1156,301,333,DE,NI,2022-09-06,65756.73,TP,0
1157,1157,520,806,IL,DE,2022-01-11,52939.42,TN,0
1158,1158,169,460,DE,TN,2023-05-05,86251.43,FP,0
1159,1159,126,734,DE,DE,2023-02-09,55686.9,FN,0
1160,1160,640,232,NI,NI,2022-01-31,65192.64,FN,0
1161,1161,867,97,AZ,GE,2023-09-22,83064.27,FP,0
1162,1162,37,695,AZ,TN,2023-10-27,78609.4,TP,0
1163,1163,31,95,NI,IL,2024-04-04,86433.47,FN,0
1164,1164,851,948,NY,DE,2022-04-12,8430.46,FN,0
1165,1165,608,528,NY,DE,2022-05-12,12975.98,FP,0
1166,1166,910,180,NY,IL,2024-02-01,9112.01,TP,0
1167,1167,185,296,GE,NY,2024-06-13,88743.55,FP,0
1168,1168,296,337,NY,IL,2023-08-19,21052.71,FN,0
1169,1169,692,568,NY,DE,2023-03-08,69969.43,FN,1
1170,1170,642,192,TN,GE,2022-09-24,80064.54,TP,0
1171,1171,972,344,IL,IL,2023-08-13,4428.13,FN,0
1172,1172,460,885,NY,DE,2022-04-22,27856.4,TP,0
1173,1173,138,177,NI,DE,2024-01-28,58132.91,FP,0
1174,1174,808,202,NI,TN,2023-05-05,83321.82,TP,0
1175,1175,433,363,IL,TN,2023-07-21,58226.49,TN,0
1176,1176,904,712,GE,GE,2021-12-11,48777.85,FN,0
1177,1177,746,57,NY,IL,2023-02-26,45981.81,TN,0
1178,1178,620,565,NY,DE,2024-01-12,5890.69,TP,1
1179,1179,436,724,TN,AZ,2023-06-25,74778.21,FN,0
1180,1180,14,670,GE,DE,2024-01-01,70350.63,TP,0
1181,1181,837,16,NI,DE,2023-11-06,43029.7,FN,0
1182,1182,211,304,TN,GE,2022-04-18,3117.32,TN,0
1183,1183,847,976,DE,DE,2022-05-25,423.04,TN,0
1184,1184,460,25,NY,GE,2024-07-13,57941.92,TP,0
1185,1185,454,513,AZ,GE,2022-01-23,56045.13,TP,0
1186,1186,637,99,TN,NI,2022-05-30,66789.44,TP,0
1187,1187,167,665,IL,NI,2024-05-04,54186.9,TP,0
1188,1188,408,141,IL,IL,2023-03-30,25371.91,TN,0
1189,1189,872,740,IL,NI,2023-03-09,22836.75,FP,0
1190,1190,219,901,IL,GE,2023-08-25,18903.48,TN,0
1191,1191,4,94,IL,GE,2023-02-20,31703.41,FP,1
1192,1192,648,818,IL,GE,2023-03-03,65666.62,TP,1
1193,1193,589,635,TN,TN,2022-03-22,65391.44,FP,0
1194,1194,586,63,NY,GE,2024-09-16,56629.54,TP,1
1195,1195,887,904,DE,NI,2024-07-06,5559.31,TN,0
1196,1196,608,19,TN,AZ,2022-09-01,46785.47,TN,0
1197,1197,121,848,IL,AZ,2021-12-07,78824.15,FP,0
1198,1198,930,186,IL,NI,2022-04-17,41410.4,FP,0
1199,1199,198,558,TN,IL,2022-10-31,62099.41,FN,0
1200,1200,924,759,GE,NI,2023-03-04,90202.16,TP,0
1201,1201,409,766,NY,NY,2021-11-25,85088.34,TN,0
1202,1202,975,890,TN,NI,2023-04-21,36982.66,TN,0
1203,1203,169,257,GE,IL,2022-11-20,10070.49,FP,0
1204,1204,58,540,NY,AZ,2024-09-01,85252.2,FN,0
1205,1205,389,283,GE,IL,2023-12-28,55270.03,FP,0
1206,1206,878,700,IL,DE,2022-08-19,41074.61,FN,1
1207,1207,314,12,NY,GE,2023-09-09,6189.47,FP,0
1208,1208,842,849,NY,IL,2021-12-07,24657.74,FP,0
1209,1209,95,81,TN,NI,2024-01-10,4585.61,TP,0
1210,1210,214,384,DE,TN,2024-05-28,34678.52,FN,0
1211,1211,837,724,TN,AZ,2023-05-24,93550.85,TP,0
1212,1212,244,196,GE,DE,2023-12-18,4085.17,TP,0
1213,1213,332,701,IL,TN,2022-01-03,60493.07,TP,0
1214,1214,973,748,TN,DE,2023-06-22,61547.85,FN,1
1215,1215,719,529,IL,IL,2021-11-11,74784.27,FN,0
1216,1216,872,948,AZ,DE,2023-09-05,2055.58,FP,0
1217,1217,641,167,NI,TN,2023-05-10,67599.47,FN,1
1218,1218,883,429,DE,GE,2022-01-11,44607.46,FN,0
1219,1219,97,577,AZ,TN,2024-07-09,97739.44,TN,0
1220,1220,160,304,DE,NY,2022-01-28,35360.57,TN,0
1221,1221,910,149,DE,TN,2023-08-02,1141.6,FN,0
1222,1222,606,58,GE,TN,2021-10-22,4005.86,FP,0
1223,1223,951,317,NI,DE,2024-09-14,67057.18,FP,0
1224,1224,615,513,NI,DE,2022-02-21,76348.85,TN,0
1225,1225,592,248,NI,TN,2023-02-15,12663.83,FP,0
1226,1226,343,684,GE,GE,2022-04-21,76545.91,TN,0
1227,1227,186,156,IL,AZ,2023-04-29,79098.62,FN,0
1228,1228,498,216,AZ,NI,2022-03-10,94250.55,TP,0
1229,1229,97,23,DE,NY,2024-04-10,7470.11,TN,0
1230,1230,373,337,TN,AZ,2021-10-14,2766.44,TN,0
1231,1231,359,946,GE,DE,2024-03-17,75738.86,FN,0
1232,1232,791,355,IL,IL,2021-11-09,10395.36,TN,0
1233,1233,354,431,NY,NI,2024-05-22,61554.04,FN,0
1234,1234,118,588,GE,IL,2023-01-17,75937.58,TN,0
1235,1235,722,476,NI,AZ,2024-06-04,48483.92,TN,0
1236,1236,386,948,AZ,NI,2024-05-06,12412.42,TP,0
1237,1237,315,781,GE,NY,2024-07-19,77731.88,TP,0
1238,1238,654,295,DE,AZ,2022-06-25,41875.65,TN,0
1239,1239,212,90,DE,AZ,2023-05-20,19159.23,FN,0
1240,1240,507,579,DE,NY,2021-11-20,57746.14,TN,0
1241,1241,473,459,TN,NY,2022-01-09,6297.66,TP,1
1242,1242,392,631,IL,NI,2023-07-27,45894.16,TN,0
1243,1243,342,381,TN,TN,2023-04-18,74169.26,FP,0
1244,1244,399,409,DE,GE,2024-04-03,53738.82,FP,0
1245,1245,584,343,AZ,TN,2023-04-14,42447.49,TN,0
1246,1246,596,251,AZ,NI,2023-07-06,3387.96,TP,0
1247,1247,426,291,NY,NI,2022-02-03,43160.38,FP,0
1248,1248,96,305,AZ,NI,2023-04-24,25142.08,TP,0
1249,1249,383,294,NI,IL,2022-11-20,86824.7,TP,0
1250,1250,175,595,AZ,GE,2024-07-13,44015.02,FP,0
1251,1251,807,900,DE,NY,2021-10-30,42421.35,FN,0
1252,1252,336,991,TN,AZ,2023-11-23,17968.97,FN,0
1253,1253,88,83,GE,AZ,2022-10-08,14424.72,FN,0
1254,1254,97,55,GE,TN,2024-08-13,55936.97,TP,0
1255,1255,926,883,TN,NI,2022-03-21,48378.6,TN,0
1256,1256,2,306,IL,TN,2023-06-06,52523.39,TP,1
1257,1257,852,742,AZ,AZ,2024-05-23,5289.26,FP,0
1258,1258,811,364,TN,GE,2024-08-30,92997.09,TN,0
1259,1259,120,583,NI,DE,2024-07-24,28480.35,TP,0
1260,1260,320,205,DE,TN,2024-09-26,96130.52,TN,1
1261,1261,833,901,IL,AZ,2023-09-16,91611.21,FP,0
1262,1262,914,587,NY,GE,2023-02-18,66412.56,TN,1
1263,1263,39,203,IL,DE,2022-07-29,7300.28,FN,0
1264,1264,364,726,GE,TN,2023-08-14,57701.35,FP,1
1265,1265,116,527,TN,NY,2024-02-19,42926.16,FP,0
1266,1266,160,339,AZ,NY,2023-04-14,4706.55,TP,0
1267,1267,893,507,AZ,AZ,2024-02-02,42770.79,TN,0
1268,1268,456,221,NY,NI,2024-01-14,62073.39,TN,0
1269,1269,744,204,AZ,TN,2021-10-29,49838.73,FN,0
1270,1270,866,219,NY,IL,2022-10-14,42489.43,TP,1
1271,1271,439,227,NY,DE,2022-08-16,74780.47,FP,0
1272,1272,722,47,DE,NY,2023-03-07,16799.03,TP,0
1273,1273,733,514,NY,IL,2022-12-23,65227.13,TN,0
1274,1274,209,787,TN,NY,2024-05-31,92955.11,TN,0
1275,1275,186,10,DE,NY,2022-04-26,56374.44,TN,0
1276,1276,984,606,DE,AZ,2024-01-02,87458.0,TN,0
1277,1277,823,856,GE,TN,2024-06-28,99984.12,TP,0
1278,1278,982,410,AZ,AZ,2024-02-22,72529.36,FP,0
1279,1279,234,680,NI,GE,2023-11-07,79062.03,FN,0
1280,1280,891,837,TN,IL,2023-09-10,47646.05,FN,1
1281,1281,770,202,IL,GE,2021-12-31,69211.59,TP,0
1282,1282,639,537,GE,NI,2023-11-20,52770.23,TN,0
1283,1283,261,990,NI,NY,2024-04-01,86888.3,TP,0
1284,1284,925,412,AZ,IL,2022-10-26,52122.14,FP,0
1285,1285,423,770,DE,NI,2024-04-08,28503.78,FP,0
1286,1286,579,110,NY,TN,2024-01-27,78038.67,TN,0
1287,1287,642,245,GE,NI,2024-05-10,13920.36,FN,0
1288,1288,573,248,NI,AZ,2022-03-17,77534.51,FP,1
1289,1289,806,675,DE,TN,2023-03-16,519.92,FP,0
1290,1290,902,896,GE,DE,2023-10-10,88247.14,TP,0
1291,1291,957,941,TN,TN,2022-11-19,35527.12,TP,0
1292,1292,187,746,NY,GE,2024-06-17,90162.55,FP,0
1293,1293,717,91,AZ,AZ,2023-04-07,56413.58,TN,0
1294,1294,9,797,NY,AZ,2024-02-04,95213.69,FP,0
1295,1295,133,158,IL,AZ,2022-12-28,88113.72,TN,0
1296,1296,28,608,IL,TN,2024-01-16,69808.33,TP,0
1297,1297,510,91,DE,IL,2021-10-30,82316.96,FN,0
1298,1298,285,154,NI,IL,2024-06-15,29826.11,TP,0
1299,1299,88,406,GE,NY,2024-07-09,61371.38,TP,0
1300,1300,439,512,NY,IL,2024-06-29,77501.72,FP,0
1301,1301,906,515,DE,NY,2023-06-22,20723.41,TN,0
1302,1302,445,685,AZ,NI,2023-07-28,41215.7,FP,0
1303,1303,387,439,DE,AZ,2024-02-18,64866.02,TP,0
1304,1304,691,30,NY,IL,2022-10-06,81619.15,FP,0
1305,1305,45,492,IL,NI,2022-03-26,61478.71,TP,1
1306,1306,559,104,NY,GE,2024-06-04,777.77,FP,1
1307,1307,640,97,NY,DE,2022-04-10,38489.54,TP,0
1308,1308,524,515,AZ,AZ,2023-10-30,91943.9,TP,0
1309,1309,84,71,NY,IL,2022-09-20,86162.38,TP,0
1310,1310,730,657,GE,NI,2024-01-31,96914.42,TP,0
1311,1311,334,592,NY,DE,2024-02-05,50949.87,FP,0
1312,1312,201,890,IL,GE,2022-10-17,95758.54,FP,1
1313,1313,352,749,IL,NY,2022-03-15,41220.97,TP,1
1314,1314,839,276,NY,GE,2022-10-13,2592.82,TN,1
1315,1315,968,293,GE,GE,2024-06-16,50785.51,TP,0
1316,1316,866,194,NI,AZ,2022-08-12,3632.87,TN,0
1317,1317,214,143,IL,NY,2023-01-09,43906.01,TN,0
1318,1318,243,288,IL,IL,2024-06-12,51180.76,TN,0
1319,1319,664,902,AZ,DE,2022-09-25,20281.99,FN,0
1320,1320,397,662,NI,TN,2021-11-06,46051.6,TP,0
1321,1321,449,506,NI,NI,2022-09-13,29558.77,TN,0
1322,1322,266,258,IL,NY,2021-11-26,9438.75,TN,0
1323,1323,298,465,IL,DE,2022-03-20,45653.07,TN,0
1324,1324,449,885,IL,NI,2022-07-10,73145.6,TP,0
1325,1325,298,461,AZ,GE,2022-01-01,60791.93,TP,0
1326,1326,26,194,GE,TN,2023-12-23,49928.27,FP,0
1327,1327,393,563,TN,NI,2024-04-07,99925.28,TN,1
1328,1328,398,348,AZ,GE,2024-08-02,57126.21,TN,0
1329,1329,834,619,AZ,GE,2022-10-06,16514.35,FN,0
1330,1330,698,466,AZ,NI,2024-07-25,72705.75,TP,0
1331,1331,235,263,TN,DE,2023-12-31,90523.15,TN,0
1332,1332,639,250,IL,NI,2022-05-08,93719.5,FP,0
1333,1333,805,736,NI,NY,2023-07-31,97154.13,TP,0
1334,1334,91,8,IL,TN,2024-06-28,69752.86,FP,0
1335,1335,109,667,DE,NI,2023-02-24,36428.03,TN,0
1336,1336,145,742,DE,NY,2024-02-10,69986.54,FP,0
1337,1337,883,310,GE,NI,2023-12-02,52133.85,FN,0
1338,1338,884,33,DE,DE,2022-04-28,98102.02,FP,0
1339,1339,308,857,GE,GE,2024-03-15,89097.43,FP,0
1340,1340,708,484,AZ,IL,2023-09-17,89623.88,TP,1
1341,1341,319,68,IL,NI,2022-08-07,33578.21,TN,0
1342,1342,185,300,IL,NY,2021-10-15,28592.44,TP,0
1343,1343,228,502,NY,NY,2022-05-17,43753.74,TN,0
1344,1344,118,207,NI,GE,2023-10-11,273.83,TP,0
1345,1345,486,127,AZ,TN,2022-03-19,66838.17,FP,0
1346,1346,826,336,AZ,GE,2024-09-24,80508.81,FN,0
1347,1347,749,140,TN,NI,2022-08-26,32940.2,FN,0
1348,1348,82,623,IL,NI,2024-03-03,33567.84,TP,0
1349,1349,760,930,NY,AZ,2021-12-17,78089.14,TP,0
1350,1350,721,462,NI,NI,2023-07-10,37537.73,FP,0
1351,1351,236,398,GE,GE,2022-11-02,6865.7,FP,0
1352,1352,805,431,NY,NY,2021-12-02,9315.06,FN,0
1353,1353,909,613,TN,IL,2024-01-26,91134.9,FN,0
1354,1354,138,189,GE,NI,2023-05-29,98082.13,TN,0
1355,1355,361,226,AZ,DE,2022-12-25,22356.42,FP,0
1356,1356,757,726,AZ,NY,2024-06-07,42443.58,FP,0
1357,1357,908,811,NY,NY,2022-09-12,38757.7,FP,1
1358,1358,823,350,DE,NI,2023-06-06,74244.37,TN,0
1359,1359,904,867,GE,DE,2024-04-11,2102.67,FN,0
1360,1360,635,212,GE,NI,2024-06-25,77177.06,FP,0
1361,1361,54,826,NY,NI,2023-02-09,29851.04,FN,0
1362,1362,596,221,NI,IL,2022-07-20,7212.27,TN,0
1363,1363,314,894,TN,NI,2023-02-21,5466.13,TN,0
1364,1364,796,835,DE,NY,2024-01-17,21050.05,FN,0
1365,1365,633,325,TN,NI,2021-12-14,99722.44,FN,0
1366,1366,976,98,NI,NY,2022-03-03,15336.45,TN,0
1367,1367,241,138,TN,TN,2023-08-27,69966.07,FP,0
1368,1368,617,470,AZ,DE,2024-03-07,4907.78,TN,0
1369,1369,634,666,AZ,IL,2024-10-03,49132.37,TP,0
1370,1370,179,294,NY,NY,2023-01-18,36315.27,TP,0
1371,1371,564,115,AZ,DE,2021-11-14,487.03,TN,0
1372,1372,471,462,DE,NI,2022-01-28,60777.58,TP,0
1373,1373,575,552,AZ,AZ,2023-08-06,71460.71,FN,0
1374,1374,621,485,NI,DE,2023-05-08,62535.3,FP,0
1375,1375,995,969,TN,GE,2023-11-10,75906.78,TP,1
1376,1376,142,974,AZ,TN,2022-09-04,11953.78,TP,0
1377,1377,768,816,NI,TN,2023-09-01,15846.02,TN,1
1378,1378,51,576,DE,TN,2022-10-14,4511.15,FN,0
1379,1379,571,600,NY,NI,2022-08-04,96186.74,TN,0
1380,1380,120,854,IL,TN,2022-03-11,38871.96,FN,0
1381,1381,746,413,GE,IL,2023-10-31,70156.14,FN,0
1382,1382,408,675,AZ,NY,2022-10-19,11801.46,TN,0
1383,1383,200,977,NY,NI,2022-10-13,88425.89,FN,1
1384,1384,167,644,TN,NY,2022-12-26,28868.29,FP,0
1385,1385,807,978,NY,GE,2022-02-11,35185.6,TP,0
1386,1386,335,334,GE,NI,2024-02-17,14387.33,TN,0
1387,1387,337,709,AZ,IL,2023-08-21,10263.51,TP,0
1388,1388,453,484,NY,IL,2022-06-10,59590.75,FP,0
1389,1389,515,64,DE,GE,2024-02-07,73820.86,FP,0
1390,1390,991,294,IL,DE,2021-12-18,74322.04,TN,0
1391,1391,565,722,NI,AZ,2023-09-20,68191.6,TN,0
1392,1392,455,382,DE,NI,2022-10-25,89439.35,FP,1
1393,1393,42,598,IL,DE,2023-10-20,45042.17,TN,0
1394,1394,575,10,DE,IL,2024-09-26,23498.07,TP,0
1395,1395,486,61,TN,NI,2024-06-12,52636.43,TP,0
1396,1396,458,993,GE,GE,2023-06-07,35892.96,FN,0
1397,1397,655,840,TN,NI,2023-06-12,87733.87,TP,0
1398,1398,367,836,TN,TN,2022-06-21,71888.05,TP,0
1399,1399,855,360,NY,NY,2023-01-29,4162.98,TP,0
1400,1400,29,644,IL,NY,2024-05-25,60606.0,TN,0
1401,1401,268,250,GE,AZ,2022-11-15,29688.29,FN,1
1402,1402,899,244,GE,TN,2022-07-24,39777.77,TP,1
1403,1403,119,105,TN,DE,2024-09-11,38013.1,TN,0
1404,1404,915,54,AZ,DE,2022-01-24,30131.13,FP,0
1405,1405,103,460,IL,AZ,2022-01-12,30753.0,FN,0
1406,1406,738,853,AZ,NI,2024-08-05,55280.55,FP,0
1407,1407,710,583,TN,IL,2023-03-29,61192.1,TN,0
1408,1408,196,896,NY,GE,2023-01-22,64008.12,FP,1
1409,1409,615,880,NY,NI,2023-07-05,89873.27,FP,0
1410,1410,270,459,TN,AZ,2024-06-21,12030.81,FP,0
1411,1411,700,101,TN,NI,2022-08-07,87951.02,TN,0
1412,1412,16,983,GE,DE,2024-08-06,57008.2,FN,0
1413,1413,423,273,NY,AZ,2023-08-24,98171.2,FP,0
1414,1414,704,897,NI,NY,2022-06-03,46447.67,TN,0
1415,1415,67,154,IL,TN,2022-05-09,23245.94,TP,1
1416,1416,871,1,AZ,AZ,2023-01-22,58285.33,FN,0
1417,1417,562,291,IL,AZ,2022-06-18,69127.91,FN,1
1418,1418,7,525,NI,NY,2021-12-23,11435.14,FN,0
1419,1419,582,291,DE,AZ,2022-10-08,37388.34,FN,0
1420,1420,373,350,TN,GE,2024-05-04,98083.72,FN,1
1421,1421,210,162,DE,AZ,2022-03-05,32766.07,FP,0
1422,1422,150,412,IL,AZ,2022-06-23,67469.63,TN,0
1423,1423,616,908,AZ,IL,2024-07-18,79354.18,TP,1
1424,1424,952,420,AZ,GE,2024-01-27,75277.0,TP,0
1425,1425,748,612,IL,IL,2024-08-11,27837.66,FP,0
1426,1426,919,838,DE,AZ,2022-12-26,2234.15,TN,0
1427,1427,486,566,GE,DE,2024-07-11,38522.67,TN,0
1428,1428,913,177,NI,AZ,2022-08-24,76398.68,TN,0
1429,1429,641,503,NY,DE,2022-08-13,84237.74,TN,1
1430,1430,412,745,NY,GE,2022-05-28,64711.65,TP,0
1431,1431,244,749,IL,AZ,2023-03-13,69769.95,FN,0
1432,1432,640,971,TN,NI,2022-03-10,8769.68,FN,0
1433,1433,681,709,IL,GE,2024-08-24,36206.32,FP,0
1434,1434,627,888,TN,DE,2023-03-02,79184.13,FP,0
1435,1435,258,910,TN,DE,2024-06-16,21842.97,FP,0
1436,1436,939,382,AZ,IL,2024-09-01,56616.05,TP,0
1437,1437,949,675,DE,TN,2023-09-22,89037.76,FP,0
1438,1438,733,20,TN,GE,2023-12-21,1255.38,FP,0
1439,1439,534,937,TN,NI,2023-12-22,8875.18,TN,1
1440,1440,413,779,DE,NY,2023-04-24,18055.81,FP,0
1441,1441,533,585,IL,DE,2024-03-30,94050.73,FP,0
1442,1442,225,294,NI,NY,2024-02-01,79479.15,FP,1
1443,1443,580,485,IL,GE,2023-11-19,88273.18,TN,0
1444,1444,157,185,DE,NI,2022-06-18,53648.01,FP,0
1445,1445,351,24,TN,TN,2024-04-23,39676.75,TP,0
1446,1446,948,151,TN,AZ,2022-07-30,77885.76,FN,1
1447,1447,593,317,NI,NY,2023-04-18,10049.78,TP,0
1448,1448,129,952,TN,NY,2023-03-07,82768.71,FP,0
1449,1449,921,212,NY,AZ,2022-10-21,10444.75,TN,0
1450,1450,484,335,NI,DE,2022-11-22,87817.08,FN,0
1451,1451,96,478,NY,AZ,2024-07-21,24260.54,TP,0
1452,1452,397,193,IL,NY,2023-02-07,92585.6,TN,0
1453,1453,108,792,IL,NY,2022-06-05,22301.02,TN,0
1454,1454,350,78,IL,NY,2022-10-28,93928.25,TP,0
1455,1455,246,179,DE,TN,2022-12-14,76210.45,TN,0
1456,1456,266,447,DE,AZ,2024-05-22,91347.24,FP,1
1457,1457,407,298,NY,AZ,2022-02-01,66984.58,FP,0
1458,1458,566,774,AZ,NI,2024-03-10,34911.86,TN,0
1459,1459,45,419,AZ,TN,2023-04-15,7776.97,FP,0
1460,1460,697,631,IL,DE,2024-04-30,12390.08,FN,0
1461,1461,489,571,NI,TN,2024-09-30,12539.92,FN,0
1462,1462,433,287,TN,IL,2024-01-25,95393.43,TP,0
1463,1463,775,312,AZ,DE,2021-11-25,56019.39,TN,1
1464,1464,826,455,NI,DE,2023-10-26,16468.58,TP,0
1465,1465,328,243,TN,IL,2023-09-25,15439.18,FP,0
1466,1466,761,832,TN,NY,2022-12-09,78432.7,FP,0
1467,1467,80,401,AZ,TN,2022-01-19,10241.11,TP,0
1468,1468,432,322,AZ,AZ,2023-04-14,96330.8,FN,0
1469,1469,402,947,GE,NY,2022-11-12,62193.32,FP,0
1470,1470,304,683,GE,NI,2023-12-24,18100.58,FP,0
1471,1471,494,486,GE,NY,2024-07-09,61350.22,FN,0
1472,1472,734,970,NY,NI,2022-06-05,85265.85,FN,0
1473,1473,320,216,NY,DE,2023-12-10,25143.5,TP,0
1474,1474,150,265,DE,DE,2021-10-17,58614.61,TN,1
1475,1475,957,112,AZ,TN,2021-10-31,4708.33,TP,0
1476,1476,792,470,NY,NI,2022-10-03,81370.82,TN,0
1477,1477,309,408,NY,TN,2022-08-24,71196.32,FN,0
1478,1478,681,636,DE,GE,2024-01-02,56893.16,FP,0
1479,1479,763,744,AZ,AZ,2023-12-01,28723.33,FP,0
1480,1480,883,587,GE,TN,2024-09-16,82240.73,FP,0
1481,1481,408,25,TN,IL,2023-10-02,89351.01,TN,0
1482,1482,388,818,NI,DE,2022-09-12,68410.7,TP,0
1483,1483,60,593,IL,IL,2024-06-12,74191.74,FP,0
1484,1484,0,428,IL,TN,2021-10-15,69400.08,FN,0
1485,1485,276,125,AZ,TN,2023-05-02,15446.41,TN,1
1486,1486,8,408,TN,IL,2022-02-06,57417.86,FP,0
1487,1487,761,733,DE,IL,2022-01-27,56235.42,TP,0
1488,1488,929,256,DE,GE,2022-01-06,52401.61,FP,0
1489,1489,698,867,DE,IL,2023-09-07,80333.71,TN,0
1490,1490,611,865,NI,DE,2024-07-01,6743.29,FN,0
1491,1491,533,767,IL,IL,2023-07-03,53477.12,FP,0
1492,1492,691,354,GE,AZ,2022-08-25,54591.34,TN,0
1493,1493,160,252,GE,NI,2022-07-18,85232.41,TP,0
1494,1494,794,869,GE,GE,2023-12-27,3394.58,FP,0
1495,1495,754,336,GE,AZ,2024-01-21,16785.89,TP,1
1496,1496,141,512,IL,GE,2023-10-11,86958.84,TN,0
1497,1497,33,845,AZ,IL,2022-05-15,86200.76,TP,1
1498,1498,989,684,AZ,IL,2022-08-12,95905.07,FP,0
1499,1499,948,165,AZ,IL,2024-01-25,62327.85,TP,0
1500,1500,212,615,NI,TN,2023-04-04,59087.97,FN,0
1501,1501,552,15,GE,NY,2023-09-11,43721.52,FN,0
1502,1502,983,186,AZ,TN,2024-01-16,57409.08,TN,0
1503,1503,167,11,GE,IL,2023-11-25,71206.51,FP,0
1504,1504,710,889,AZ,IL,2024-03-14,30961.85,TN,0
1505,1505,366,228,NI,NY,2023-10-04,18503.79,FP,0
1506,1506,746,265,AZ,NY,2024-06-22,59921.62,TP,0
1507,1507,528,363,DE,GE,2022-02-05,85517.5,TN,0
1508,1508,952,30,NY,IL,2022-06-22,78947.01,TN,0
1509,1509,914,382,DE,TN,2024-08-08,5829.8,FN,0
1510,1510,361,5,DE,GE,2024-09-15,55299.8,TP,0
1511,1511,95,161,DE,NI,2024-09-26,32559.63,FN,0
1512,1512,629,524,DE,IL,2023-09-18,896.18,TP,0
1513,1513,196,133,GE,DE,2022-01-18,6164.74,FN,0
1514,1514,613,187,IL,GE,2022-10-21,23411.32,FN,0
1515,1515,492,613,TN,DE,2022-01-30,79271.9,FP,0
1516,1516,20,783,NY,TN,2024-05-05,11123.2,TN,0
1517,1517,60,365,NY,TN,2022-07-08,7499.0,FN,0
1518,1518,983,268,NY,IL,2021-11-29,22942.01,TP,0
1519,1519,116,353,AZ,IL,2024-01-02,45204.14,TN,0
1520,1520,530,270,TN,IL,2023-06-08,7587.07,FN,0
